count,asn_no,asn_org
1,263084,SKYNEW ASSIS.TECN. EM INFORM.LTDA EPP
1,38493,"Royal Green Online Ltd. Internet Service Provider, Dhaka"
1,15802,Emirates Integrated Telecommunications Company PJSC
1,37668,DINX
1,28812,PJSC Bashinformsvyaz
1,212069,Hostixo Internet Bilisim Yazilim Hizmetleri Tic. ve San. Ltd. Sti.
1,54643,Idigital Internet Inc.
1,196645,Hostpro Lab LLC
1,18791,TCU
1,47524,Turksat Uydu Haberlesme ve Kablo TV Isletme A.S.
1,60906,Playdom B.V.
1,36183,AKAMAI-AS
1,212050,Din-Server
1,38987,Spoldzielnia Telekomunikacyjna OST
1,38769,PT. Bit Technology Nusantara
1,6813,Telefonica De Espana
1,34471,Free Technologies Excom S.L.
1,17958,"Kasaoka Cable Vision Co,LTD."
1,15108,ALLO-COMM
1,205452,Dansk Industri
1,13287,NIXVAL
1,11078,BROWN
1,8470,JSC Macomnet
1,1653,SUNET SUNET Swedish University Network
1,134765,CHINANET Sichuan province Chengdu MAN network
1,11440,NETSVILLE
1,63023,GTHost
1,9749,GPK Group
1,7332,IQuest Internet
1,18158,CHUNGBUK NATIONAL UNIVERSITY
1,20248,TAKE2
1,14593,SPACEX-STARLINK
1,53414,CloudOps Inc.
1,23528,SPARKPOST
1,201227,Mizban Dade Pasargad
1,28197,EMPRESA DE TECNOLOGIA DA INFORMACAO DO CEARA-ETICE
1,43542,"OptoNet Communication, spol. s.r.o."
1,25393,"Internet Invest, Ltd."
1,27257,WEBAIR-INTERNET
1,43714,Production co-operative Economic-legal laboratory
1,47232,ISP Alliance a.s.
1,200780,Appliwave SAS
1,202468,Noyan Abr Aryan Co. ( Private Joint Stock)
1,11430,BESTNAP
1,49740,ET Georg-Georgi Georgiev
1,24154,"Asia Pacific Broadband Fixed Lines Co., Ltd."
1,52073,SeaPerf
1,12566,Societe Francaise Du Radiotelephone - SFR SA
1,56597,FALCONN Falkowski Tomasz
1,23905,Victoria University of Wellington
1,42397,Bunea TELECOM SRL
1,30781,Jaguar Network SAS
1,62659,"Q2 Software, Inc."
1,18220,Australian Defence Organisation
1,35706,Net at Once Sweden AB
1,38109,T Broad
1,31362,Netprotect Srl
1,34347,Stadtwerke Hall in Tirol GmbH
1,3212,Telemach UG d.o.o.
1,263793,TECNET ARGENTINA S.A.
1,42131,DWA-ZERO Cafe Internet Sp. z o.o.
1,198947,JSC RetnNet
1,131246,"LOEI university network ,LOEI, Thailand"
1,23778,"IMIZU CABLE NETWORK CO.,LTD."
1,262149,Sistemas Fratec S.A.
1,63940,dragonhispeed
1,43028,Ventspils city municipality institution Ventspils Digital Center
1,57381,PE Fnutt Consulting Daniel Husand
1,48760,Cyber_Folks S.A.
1,134974,Oakleigh Networks
1,212872,Serverio technologijos MB
1,27678,NIC Chile
1,4800,Network Access Provider and Internet Service Provider
1,24381,Web Hosting and Colocation Services
1,13445,Cisco Webex LLC
1,46198,AS-TRILOGY-DOMINICANA
1,25409,Alsys Net SRL
1,211421,Asiatech Data Transmission company
1,2386,AT&T Data Communications Services
1,17559,Spectrums Core Network
1,201150,Didehban Net Company PJS
1,35039,SAP SE
1,212503,GoldDoge Networks LLC
1,13327,EKU
1,63956,Colocation Australia Pty Ltd
1,35790,Aktiebolaget Sappa
1,26558,FREEWHEEL
1,3221,Hariduse Infotehnoloogia Sihtasutus
1,45037,Propelin Consulting S.L.U.
1,14955,Northern Valley Communications LLC
1,48096,Enterprise Cloud Ltd.
1,2665,CDAGOVN
1,131775,PT. Jupiter Jala Arta
1,60916,GEYTIT OOD
1,24299,"Internet Solution & Service Provider Co., Ltd"
1,32491,TUCOWS-3
1,132717,NxtGen Datacenter & Cloud Technologies Pvt. Ltd.
1,48685,Opin Kerfi ehf
1,24466,hd.net.nz
1,9790,CallPlus Services Limited
1,48971,Datawire Ag
1,8256,Lodz University of Technology
1,3912,CHECS
1,207569,Network Management Ltd
1,19574,Corporation Service Company
1,24608,Wind Tre S.p.A.
1,34320,MNW Co Ltd
1,57866,Fusix Networks B.V.
1,397270,NETINF-PRIMARY-AS
1,18187,WifiCity Inc.
1,398465,RACKDOG-LLC
1,32233,PERSONA COMMUNICATIONS INC.
1,44922,Medyabim Internet Hizmetleri
1,203087,PE Fedinyak Sergey Vyacheslavovich
1,393698,SW-USA-LLC
1,36327,VINAKOM
1,17705,InSPire Net Ltd
1,29229,Anaptiksiakos Sindesmos Ditikis Athinas
1,60118,Cyber Smart Solutions S.R.L
1,6058,NORTHWESTEL-INC
1,56349,IP-Net s.r.o.
1,1421,WANSECURITY
1,208549,Christian Ehrig
1,138466,DataMossa
1,47252,LUKSUS
1,23393,NUCDN
1,35133,Hybula B.V.
1,9008,Visual Online S.A.
1,35444,Digicom SHPK
1,24958,Cyberfort Limited
1,395111,KVCNET-2009
1,134835,Starry Network Limited
1,133661,Netplus Broadband Services Private Limited
1,212165,Alex Group LLC
1,28787,Baku Telephone Communication LLC
1,57111,ALTITUD S.r.l.
1,26255,OAKTONCOMMUNITYCOLLEGE
1,51089,Saltyfish Tech Ltd
1,48287,Jsc ru-center
1,56413,UAB Proservis
1,10029,SHYAM SPECTRA PVT LTD
1,149148,"Phu Hai Computer Co., Ltd"
1,11084,Huron Telecommunications Cooperative Limited
1,12779,IT.Gate S.p.A.
1,47516,Crilis Com Srl
1,262448,DIALHOST INTERNET EIRELI
1,32158,Berkley Technology Services LLC
1,23947,PT.Mora Telematika Indonesia
1,58212,PHP-Friends GmbH
1,7637,State Library Of Victoria
1,31127,SATRO s.r.o.
1,58040,Host Lincoln Limited
1,1955,KIFU (Governmental Info Tech Development Agency)
1,16843,CELLTEX-NETWORKS
1,43894,Oracle Svenska AB
1,27382,COLOSPACE
1,50115,Lekol LLC
1,31250,Online Direct Ltd
1,36472,PAL-HAM
1,196883,Mt Spolka Z Ograniczona Odpowiedzialnoscia
1,5408,Greek Research and Technology Network S.A
1,399275,SOLID
1,52323,Colsecor Cooperativa Limitada
1,201246,AVM Informatique SAS
1,268205,Rede Brasil Networks
1,200740,NTX Technologies s.r.o.
1,19624,"Data Room, Inc"
1,208012,Hayalnet Telekomunikasyon ilet.a.s
1,42903,Progressive A/S
1,131600,Chief Telecom Inc.
1,56910,Lamda Hellix SA
1,18059,DTPNET NAP
1,133285,CNS Infotel Services Pvt. Ltd.
1,271868,GPON NETWORKS S.A.C.
1,135191,HARKYAL TELE SERVICES PRIVATE LIMITED
1,589,UNT-CAMPUS-AS
1,201730,AUTOCONT a.s.
1,263826,LINETS CHILE SPA
1,8953,Orange Romania S.A.
1,133950,Hoopla Hosting Limited
1,24955,OJSC Ufanet
1,47285,Patron Technology Persia Ltd
1,51456,LLC Kapital-svyaz
1,132712,Daifuku NZ AKL
1,134166,Internet Data Center Service
1,38102,SCOURTFAMILY
1,38809,Nextgen Networks
1,394255,MTS Data Centres Inc.
1,9927,A Multihomed ISP Company
1,2687,"AT&T Global Network Services, LLC"
1,28977,United Nations Logistics Base
1,50131,Spartan Host Ltd
1,36231,TEMPEST-HOSTING
1,200845,"Avatel Telecom, SA"
1,203012,Gestioniza Telecom Slu
1,131584,"Taiwan Intelligent Fiber Optic Network Co.,Ltd."
1,7050,UW-MILWAUKEE-AS1
1,42366,TerraTransit AG
1,56466,Pars Fonoun Ofogh Information Technology and Communications Company LTD
1,6192,UCDAVIS-CORE
1,28406,"Grupo Nacional Provincial, S. A. B."
1,49073,Moviement srl
1,58507,Wireline
1,38147,PT. Inova Duapuluh Duapuluh
1,7668,Hokuriku Telecommunication Network Co.
1,393636,NPlus Networks
1,8664,University of Warsaw
1,212953,MRS Bilisim ve Telekomunikasyon Hiz. Ltd. Sti.
1,53479,"UptimeArchive, Inc."
1,30838,Jerzy Krempa Telpol PPMUE
1,269920,INVERSIONES RDN3 C.A.
1,136160,"Beijing Shijihulian Yuntong Network Technology Co., Ltd."
1,55967,"Beijing Baidu Netcom Science and Technology Co., Ltd."
1,23036,NORTHWEST-MINNESOTA-SPECIAL-ACCESS-LLC
1,278,Universidad Nacional Autonoma de Mexico
1,136192,"Xiangyang, Hubei Province, P.R.China."
1,17638,ASN for TIANJIN Provincial Net of CT
1,206440,Business Consulting LLC
1,211722,Nullroute ry
1,48366,Inforoom Ltd.
1,15317,Serverel Inc.
1,17996,PT Global Prima Utama
1,327934,Tunisie-Telecom
1,399955,CLOUDDATA-NETWORKS-1
1,34659,KEYYO SA
1,17069,Coop Telefonica Villa Gesell Ltda
1,132316,"DatPixel Entertainment, Inc."
1,25198,Netaction Telecom Srl-d
1,8369,Intersvyaz-2 JSC
1,17877,"NexG Co., LTD"
1,5517,CSL Computer Service Langenbach GmbH
1,44923,Saint-Petersburg Computer Networks Ltd.
1,204196,Abelohost BV
1,47886,Equinix (Netherlands) B.V.
1,140833,INTERDATA JOINT STOCK COMPANY
1,25490,Rostelecom
1,48579,ELASTX AB
1,6360,UNIVHAWAII
1,56714,Imam Abdulrahman Bin Faisal University
1,43652,Edgoo Networks Unipessoal Lda
1,135967,Bach Kim Network solutions Join stock company
1,4725,SoftBank Mobile Corp.
1,36375,UMICH-AS-5
1,51090,Internet Society Public Organisation
1,44901,BelCloud Hosting Corporation
1,138538,"Ningbo Nanbian Tuoluo Xinxi Jishu Co., Ltd"
1,210041,Licheng MAO
1,26619,GTD COLOMBIA S.A.S
1,207992,FEELB SARL
1,45437,Real World - The Core
1,8241,JSC Relline
1,10212,China Enterprise Communications Ltd.
1,20337,SUNYPOLY-ASN
1,265816,DELCO IMAGEN S.A.
1,58791,"GMO Internet,Inc"
1,55750,ABC Computer Systems Ltd
1,47726,Infobox LLC
1,1968,UMASSP-DOM
1,19024,Internap Corporation
1,31424,nexellent ag
1,205081,EasyDataHost S.L.
1,4787,PT Cyberindo Aditama
1,211588,Xyphen IT
1,48254,20i Limited
1,12332,Rostelecom
1,61189,Elkdata OU
1,54901,0815
1,60534,Laguna sp. z o.o.
1,131224,SGC-Cloud Alliance Limited
1,200636,Paravirt LTD
1,271907,COLNETWORK C.A.
1,15022,Adept Internet
1,63989,DE-CORP
1,19373,Triara.com S.A. de C.V.
1,12690,JSC ER-Telecom Holding
1,46562,Total Server Solutions L.L.C.
1,60567,DataClub S.A.
1,17860,Webzen Inc.
1,6855,"Slovak Telekom, a.s."
1,198740,Speedy Bits LTD
1,38224,Rediff.com India Limited
1,4150,SUPRANET-WIS
1,17535,Genisyst Pty Ltd
1,58713,1113 Corporate Drive
1,23838,Solarix Networks Limited
1,56301,National Data Center building
1,47720,Cork Internet Exchange Limited
1,14209,UT-CHATTANOOGA
1,8781,Ooredoo Q.S.C.
1,60350,Vente-privee.com SA
1,30868,JSC ER-Telecom Holding
1,8895,King Abdul Aziz City for Science and Technology
1,24186,RailTel Corporation of India Ltd
1,29713,ELIA-60
1,133751,"Pacific Net Venture Co., Ltd."
1,197897,5KOM OOD
1,61337,Electronic Communities Ltd
1,131745,PT. Cybertechtonic Pratama
1,14935,"Monticello Networks, Inc."
1,26484,HOSTSPACE NETWORKS LLC
1,37054,Telecom-Malagasy
1,23956,AmberIT Limited
1,327775,AO-IXPmgmnt
1,197437,Plast-Com-Marcin-Skucha-Monika Skucha
1,21473,MAnet GmbH
1,57895,PE Khramova Ludmila Grigorievna
1,399674,IHGGROUP-001
1,199272,Accelya World SLU
1,211642,AdminVPS OOO
1,17421,Mobile Business Group
1,61045,XDC Gruppen A/S
1,38103,T Broad
1,205983,Gloria Telecom LLC
1,42861,Foton Telecom CJSC
1,27919,IXP ECUADOR
1,35000,JSC Severen-Telecom
1,45212,"Seccom Networks, Service Provider Australia"
1,16832,SECOM-1
1,12148,CLEMSONU
1,2570,Spark New Zealand Trading Ltd
1,198614,AZERO 2016 ApS
1,140807,Nguyen Ngoc Thanh Trading Limited Company
1,49282,Ficolo Oy
1,135222,MilesWeb Internet Services Pvt Ltd
1,15934,Rostelecom
1,30798,TNNet Oy
1,205289,Fibra Optica Filabres S.l
1,41566,Federal State Budget Educational Institution of Higher Professional Education Tomsk State Un
1,25152,Reseaux IP Europeens Network Coordination Centre (RIPE NCC)
1,9310,MYREPUBLIC PTY LTD
1,53974,JAZZ-NETWORK
1,40028,1651884 Ontario Inc.
1,200904,Foxcloud Llp
1,208734,Elsa-tech Sh.p.k.
1,204174,Fifth Dog Network Limited
1,7784,ATLANTECH
1,7377,UCSD
1,55789,TWIDC
1,29944,"Latisys-Ashburn, LLC"
1,328364,Host-Africa-AS
1,19930,EQUINIX-EC-CH
1,26666,AS26666
1,9264,Academia Sinica
1,200704,Raguron Bulut Bilisim Teknolojileri Ltd
1,7664,HARENET INC.
1,63018,DEDICATED
1,702,"MCI Communications Services, Inc. d/b/a Verizon Business"
1,24207,PT NettoCyber Indonesia
1,9245,COMPASS
1,62214,RackForest Kft.
1,42965,net services GmbH & Co. KG
1,54641,"InMotion Hosting, Inc."
1,57230,Aria Web Development LLC
1,206387,Region Blekinge
1,58519,Cloud Computing Corporation
1,20870,Closed Joint Stock Company TransTeleCom
1,210703,Mehmet Bozan Celikoglu
1,204168,EszakNet Kft.
1,399346,STMU-SATX-01
1,43571,Nova hf
1,135387,Magna Hosting Ltd
1,24251,Iwakuni Cable Network Corporation
1,18282,"Tonami System Solutions Co., Ltd."
1,17483,CityOnline Services Ltd
1,19337,NEGMABS-01
1,49126,IHS Kurumsal Teknoloji Hizmetleri A.S
1,35196,Network Management Ltd
1,55185,LIBCOOP
1,49136,Telecommunication networks Ltd
1,36427,VASSAR-ASN1
1,201725,Firma Tonetic Krzysztof Adamczyk
1,24994,genesys informatica srl
1,10010,TOKAI Communications Corporation
1,197518,Rackmarkt SL
1,34139,TSI Service JSC
1,7477,SkyMesh Pty Ltd
1,64439,IT Outsourcing LLC
1,199613,LiveCode Srls
1,43205,Bulsatcom EAD
1,199296,Virtual Space Maciej Wasiuta
1,14720,Gamma Networking Inc.
1,14638,Liberty Cablevision of Puerto Rico
1,60782,Inter Plus Sp. z o.o.
1,133612,Vodafone Australia Pty Ltd
1,202963,Master-Integration Ltd
1,47748,Daticum AD
1,45544,SUPERDATA
1,21793,InterWeb Media
1,395378,"Cascade Divide Colo, Inc."
1,201542,Mitel Networks Limited
1,34080,MIRAMO spol. s.r.o.
1,206898,Server Hosting Pty Ltd
1,28260,ALTA REDE CORPORATE NETWORK TELECOM LTDA - EPP
1,15102,ASN-WIBAND-1
1,132825,Defense Australia Network
1,4842,Tianhai InfoTech
1,199246,Fragkoulis Maounis & Co. General Partnership (OE)
1,44225,Metaways Infosystems GmbH
1,22878,ASACENET1
1,48096,OOO IT-Grad
1,54540,"HIVELOCITY, Inc."
1,209237,NPL Management LTD
1,43362,Hosting Ltd
1,12406,Business Network Ltd
1,48847,Waves S.a.l
1,22968,MIAMI-UNIVERSITY
1,262210,VIETTEL PERÚ S.A.C.
1,209484,"Asia Communications Co., Limited"
1,20956,System Security And Integration Eood
1,34740,PC Hardware SRL
1,62899,Clarity Web Hosting Inc.
1,57030,Mentor It A/s
1,196653,BEST-NET s.r.o.
1,50214,QWARTA LLC
1,52580,Azion Technologies Ltda.
1,206579,Hrubieszowska Telewizja Kablowa Sp.J.
1,1301,Electricite de France Service National
1,23470,ReliableSite.Net LLC
1,262191,COLUMBUS NETWORKS COLOMBIA
1,51859,Mainstream doo Beograd
1,202058,Ekaterinburg-2000 LLC
1,41205,Shulzhenko Bohdana Valentynivna
1,15699,OGIC Informatica S.L.
1,51921,OOO Integral telesystems
1,38788,PT Indonesian Cloud
1,12655,Telefonbuch Verlag Hans Mueller GmbH & Co. KG
1,211112,Trejj Communications Limited
1,139949,PT. Bintang Kejora Teknologi
1,42595,Iver Sverige AB
1,24593,Global Ukraine Trade Ltd.
1,18209,Atria Convergence Technologies pvt ltd
1,135865,Goairnet Wireless Broadband Pvt. Ltd
1,395965,CARRY-TELECOM
1,16584,IONSWITCH
1,42288,Shahkar Towse'e Tejarat Mana PJSC
1,51207,Free Mobile SAS
1,48741,"Dataphoton, Inc"
1,206902,"NOLAN, sia"
1,212847,Sepanta Server Iranian Company (Ltd.)
1,21777,MASSIVE-NETWORKS
1,207647,Intention B.V.
1,200831,Mihos
1,36031,Q9-AS-BRAM
1,19271,Peak 10
1,203214,Hulum Almustakbal Company for Communication Engineering and Services Ltd
1,8788,"ADAMANT, Ltd."
1,8387,T-Systems Austria GesmbH
1,151045,Yae Telecom Limited
1,25542,Denit Internet Services
1,6661,POST Luxembourg
1,400298,MADCITYSERVERS-LLC
1,6677,Mila hf
1,39923,Unix-Solutions BVBA
1,29422,Nebula Oy
1,9303,The Digital Lab 2007 Limited
1,45415,Vasai Cable Pvt. Ltd.
1,7626,SCOURTFAMILY
1,59713,JSC ER-Telecom Holding
1,12688,Closed Joint Stock Company TransTeleCom
1,59939,WIBO Baltic UAB
1,200760,Elogic Srl
1,9824,Jupiter Telecommunication Co. Ltd
1,208590,Lasagna Ltd
1,40191,AS-PRE2POST-1
1,133365,CordCloud LTD
1,56981,JSC ER-Telecom Holding
1,42973,M247 UK Ltd
1,34299,"Uprava za trezor, Ministarstvo finansija"
1,31319,Estracom SpA
1,43406,Lighthouse Networks Limited
1,59674,Erhan Mahmut trading as Aysima Bilisim Teknolojileri Erhan Mahmut
1,61908,Nova Net Telecomunicacoes Ltda
1,37663,ISPA-SA-JINX
1,5661,USF
1,50058,August Internet Limited
1,399921,FIA-TECH-AS-01
1,139019,Henan Xinxiang MAN
1,59349,GMO-Z.COM PTE. LTD.
1,13101,ennit server GmbH
1,2711,SPIRITTEL-AS
1,36459,GITHUB
1,56995,NetStream Technology Joint-Stock Private Ltd.
1,62088,SinaroHost LTD
1,3790,RADIOGRAFICA COSTARRICENSE
1,31726,Telefiber AS
1,9676,SaveCom Internation Inc.
1,48918,Globalways GmbH
1,22381,Megatelecom Telecomunicacoes Ltda
1,42830,Stk tv Sat 364
1,136474,Marga Global Telecom Limited
1,37305,FON
1,206382,Next Start Srl
1,13567,Kimberly-Clark Corporation
1,22884,TOTAL PLAY TELECOMUNICACIONES SA DE CV
1,23576,NBP
1,138995,Antbox Networks Limited
1,209150,Th.papamichail Vainas - G.psaltakis G.p
1,46470,SKIDMORE-I2-AS
1,7311,Frontier Networks
1,40676,
1,23655,Snap Internet Limited
1,134465,MS HARVIL MEDIA
1,212598,SFCTEK Bilisim Yazilim ve Telekomunikasyon Hiz. San. ve Tic. LTD. STI.
1,7524,"ITEC HANKYU HANSHIN CO.,LTD."
1,9656,T-SYSTEMS SINGAPORE PTE LTD
1,13998,SWMED
1,19780,AS-INTERMEDIA2
1,31346,"Datadec Online, S.A."
1,328128,Tehilah-Base-AS
1,18188,Ateneo de Manila University
1,207718,Udovikhin Evgenii
1,17563,Autonomous System Number for Nexlinx
1,262784,SATURNO COMUNICACOES LTDA
1,47569,Erlang company Ltd.
1,8001,COLOGIX
1,203953,Hiper A/S
1,205406,Access2.IT Group B.V.
1,12826,Conseils et Systemes Informatiques
1,11260,EASTLINK-HSI
1,206538,Alfa-Telecom OOO
1,138608,Cloud Host Pte Ltd
1,62235,"Avatel Telecom, SA"
1,9374,EDION Corporation
1,132564,Ricoh India Limited
1,263689,"Telecable Central, S.A."
1,49835,"Fundacio Privada per a la Xarxa Lliure, Oberta i Neutral, guifi.net"
1,30236,Cronomagic Canada Inc.
1,45559,QUZA TECH INC
1,11714,NETWORK NEBRASKA
1,213002,DH Bilisim Teknolojileri San. ve Tic. Ltd. Sti.
1,19194,Sentris Network LLC
1,198622,Adform A/S
1,50247,ITCOMP sp. z o.o
1,18822,Manquehuenet
1,26225,PCM-ATL-HOSTING
1,204490,Kontel LLC
1,44247,Videosat 21 Vek OOD
1,11880,TICKE-19-ASN
1,3399,Obenetwork AB
1,197304,Dilis Grup EOOD
1,49952,Bluestone AS
1,819,LARG-NET
1,4770,ICONZ Ltd
1,17055,UTAH
1,39029,Redpill Linpro AS
1,27668,ETAPA EP
1,44682,Sil-miro Com Srl
1,13567,KMB1
1,149094,THM REFRIGERATION TECHNICIANS COMPANY LIMITED
1,8605,University of Latvia
1,11796,AIRSTREAMCOMM-NET
1,14051,"Consolidated Communications, Inc."
1,17233,AT&T Enhanced Network Services
1,205747,VNV SA
1,18063,SmartPath Pty Ltd
1,2060,Renater
1,31117,ENERGOTEL a.s.
1,8970,Wroclaw Centre of Networking and Supercomputing
1,25807,ARLINGTONVA
1,39020,Comvive Servidores S.L.
1,24651,Jsc Balticom
1,138115,PT Deneva
1,24661,Mds Technologies Limited
1,39845,2 Cloud Ltd.
1,49350,MTS PJSC
1,202964,Cloudalize BVBA
1,35053,PHADE Software
1,11284,Nucleo de Inf. e Coord. do Ponto BR - NIC.
1,41357,34SP.com Limited
1,8339,kabelplus GmbH
1,197345,ARKOM Mucharski Adam
1,11855,ASN-INTERNAP-BLK
1,17853,LGTELECOM
1,199328,Ekspress Grupp AS
1,212175,Iconic Network Services Ltd
1,513,European Organization for Nuclear Research
1,63737,VIETSERVER SERVICES TECHNOLOGY COMPANY LIMITED
1,64123,GRUPO IN S.A.S
1,136209,CONA HOSTING SDN BHD
1,30844,Liquid Telecommunications Ltd
1,28716,Retelit Digital Services S.p.A.
1,55045,TekTonic
1,29073,Quasi Networks LTD.
1,10913,Internap Corporation
1,38320,PT Maxindo Mitra Solusi
1,9484,Mobinet LLC. AS Mobinet Internet Service Provider
1,15433,Telecom Italia San Marino S.p.A
1,20569,AinaCom Oy
1,44265,Smoltelecom Ltd
1,160,U-CHICAGO-AS
1,137950,Neerja Softwares Pvt Ltd
1,19398,AS19398
1,23140,Universidad de Chile
1,15706,Sudatel
1,24074,New Zealand Post
1,4768,TelstraClear Ltd
1,39102,Global Network Management Inc
1,140527,China Telecom
1,42237,Icme Limited
1,3361,DF-TUKWILA01
1,201706,Servicepipe LLC
1,262254,DANCOM LTD
1,200830,LLC Home Me MC
1,139887,ChinaNet Shandong Yantai IDC network
1,43588,IM Level 7 SRL
1,199462,NETISP LTD
1,7381,SRS-6-Z-7381
1,41469,ZSRCT TECOS Ltd.
1,21743,ANL-36
1,134874,Acme Diginet Corporation Pvt. Ltd
1,12880,Information Technology Company (ITC)
1,49037,Mikhail Mayorov
1,1610,CONTE-25-ASN
1,262589,INTERNEXA Brasil Operadora de Telecomunicações S.A
1,20811,Brennercom S.p.A.
1,133940,CERTEGY EZI-PAY PTY LTD
1,49852,Ap Network Srl
1,48401,Krond Solutions Srl
1,60819,Safenames Ltd.
1,204203,Atrin Communications and Information Technology Co. (PJS)
1,45458,SBN-ISPAWN-ISP and SBN-NIXAWN-NIX
1,17639,Converge ICT Solutions Inc.
1,51395,SOFTplus Entwicklungen GmbH
1,23891,Phatra Securities
1,203318,Bizway BV
1,7532,DigiCentre Company Limited
1,38097,T Broad
1,31357,Limited Company Information and Consulting Agency
1,55406,"26 Shyamoli, Bir Uttam A. W. Chowdhury Road"
1,34534,Harmony Hosting SARL
1,19182,TELEFÔNICA BRASIL S.A
1,24557,WEBCENTRAL PTY LTD
1,138630,GIGABIT SOLUTION LIMITED
1,60320,Eli Gasht Air Travel & Tourism Services Company
1,150055,DIGITAL SNAP
1,197706,Keminet SHPK
1,23966,LINKdotNET Telecom Limited
1,41176,Sahara Network
1,33139,CANACA-210
1,131970,Hikarinet Inc.
1,51873,Arcade Solutions AG
1,267484,CABONNET INTERNET LTDA
1,262518,TRAY TECNOLOGIA EM E-COMMERCE LTDA
1,36472,VivosWeb Inc.
1,41678,The Internet Business Ltd
1,55430,Starhub Ltd
1,35625,Eurafibre SAS
1,56256,Perpustakaan Nasional RI
1,42447,EQU Technologies LLP
1,25540,Alphalink SASU
1,38775,Indonesia SIRT
1,149365,PT Java Kreasindo Bersama
1,49129,LTD CGC Co
1,205959,swiss cloud computing ag
1,57889,MAXSERWIS Sp.zo.o.
1,267788,IP TECHNOLOGIES S.A.S.
1,27795,Netvision S.A.
1,42994,A.b Internet Solutions
1,9328,DATACOM SYSTEMS AU PTY LTD
1,36094,WORCESTER-STATE-COLLEGE
1,198864,"Queen Mary and Westfield College, University of London"
1,204295,City-Sat Gordzielik Sp. z o.o.
1,212369,ibrahim tufek
1,8866,Vivacom
1,1255,SMITHCOLLEGE-AS
1,15435,CAIW Diensten B.V.
1,50368,Bulsat Ltd.
1,27817,Red Nacional Academica de Tecnologia Avanzada - RENATA
1,34373,XXLnet B.V.
1,46009,YABESK
1,136038,HDTIDC LIMITED
1,197288,Telia Stofa A/S
1,198047,Paragon Internet Group Limited
1,48467,Pronet LLC
1,59895,Binary Racks Limited
1,10858,HYPER-BNG-ASN
1,49699,Internet Corporated Networks Ltd.
1,270564,MASTER DA WEB DATACENTER LTDA
1,24872,Magnus Ng LLC
1,47771,Digital Cable Television ltd
1,34358,Clax Telecom Srl
1,17369,CHAPNET
1,45570,Network Presence
1,23162,UKYEDU
1,20453,RCCI-WIRELESS
1,18225,Softcell AS Number
1,149178,China Telecom
1,54291,SJH-ASN01
1,25515,Rostelecom
1,36854,BADCOCK-MUL
1,39392,SuperNetwork s.r.o.
1,17864,"TBROAD HANVIT BROADCASTING CO.,LTD."
1,21017,Rostelecom
1,31133,PJSC MegaFon
1,204274,Aura Fiber OE A/S
1,53403,MOUNT-ROYAL-COLLEGE
1,43533,OOO Gals Telecom
1,4385,Rochester Institute of Technology
1,24589,Telenet SIA
1,213220,Delta Ltd
1,136102,PT. Arupa Cloud Nusantara
1,57705,Lifoet-2007 LLC
1,141107,PT Linkgo Metro Teknologi
1,197350,AL Zaytona Company For Communication Ltd.
1,138142,Institut Informatika & Bisnis Darmajaya
1,41240,Trygg-Hansa Forsakringsaktiebolag (publ)
1,399244,BLOOM-HOST
1,34337,Electronic Mechanical Company Elpos Sp Z O O
1,4152,USDA-1
1,29024,Ballou Internet Services AB
1,18320,Kwangju National University of Education
1,57,NL-GIGAPOP
1,11666,Nexicom Inc.
1,42800,Appnor MSP SA
1,137263,NETEASE HONG KONG LIMITED
1,33022,WELLESLEY-COLLEGE
1,25946,NetAccess Systems Inc
1,19518,ROCKISLAND
1,47623,Institute for Informatics and Automation Problems of National Academy of Sciences of the Rep
1,32489,Amanah Tech Inc.
1,131198,Mediatribe Limited
1,266709,Oficina Presidencial de la Tecnologias de Informacion y Comunicacion
1,13092,Akademska mreza Republike Srbije - AMRES
1,22652,FIBRENOIRE-INTERNET
1,16567,NETRIX-16567
1,15552,LLC Real-net
1,139456,PT DEWAWEB
1,37932,Rajamangala University of Technology Isan
1,199230,Mitkocom Eood
1,207849,ESIEESPACE
1,34397,Middle East Internet Company Limited
1,11257,UNIVERSITY-LETHBRIDGE
1,20,UR
1,35171,Uniway Technologies SL
1,131927,TV Matsumoto Cablevision
1,30679,CPPNET
1,27964,RSO APOLO HIDALGO S.R.L.
1,201233,Yonca Duran
1,50572,Nordlo Improve AB
1,6429,Telmex Chile Internet S.A.
1,201801,PoloCloud Computing (United States) LLC
1,1290,Telstra Europe Ltd
1,43362,Majordomo llc
1,41831,Pravoved LLC
1,56433,LocalNet Ltd.
1,132435,Symphonet Sdn Bhd
1,38852,"Fun Finance Technology Co., Ltd."
1,47196,Garant-Park-Internet LLC
1,42043,Parsian High Tech Company PJSC
1,28146,MHNET TELECOM
1,36884,MAROCCONNECT
1,60798,Servereasy Srl
1,199296,Virtual Space
1,134885,Global India Tele-Infra Pvt Ltd
1,269687,Inova Teleinformatica Ltda ME
1,23520,"Columbus Networks USA, Inc."
1,28519,"Universidad Autonoma de Guadalajara, A.C."
1,1659,Taiwan Academic Network (TANet) Information Center
1,266169,Mundo net servicos de rede de comunicacao virtual
1,39650,Atrin Communications and Information Technology Co. (PJS)
1,197869,security made in Letzebuerg (SMILE gie)
1,208006,Arvancloud Global Technologies L.L.C
1,38,UIUC
1,398959,ENERGIR-CORPO-AS
1,41369,DataCenter Finland Oy
